image,class,ref_count,cand_count,matched_count,matched_recall,retention_ratio,mean_iou_matched
2f1864c1-1a17d11c.jpg,car,25,14,11,0.44,0.56,0.8246167147606339
2f1864c1-1a17d11c.jpg,truck,2,0,0,0.0,0.0,
2f1864c1-1a17d11c.jpg,all,27,14,11,0.4074074074074074,0.5185185185185185,0.8246167147606339
2f879dc0-b09e4824.jpg,car,3,2,1,0.3333333333333333,0.6666666666666666,0.8745516037643125
2f879dc0-b09e4824.jpg,truck,2,0,0,0.0,0.0,
2f879dc0-b09e4824.jpg,all,5,2,1,0.2,0.4,0.8745516037643125
2fc9ad1e-ee4c9e43.jpg,car,21,11,10,0.47619047619047616,0.5238095238095238,0.8211320780667224
2fc9ad1e-ee4c9e43.jpg,all,21,11,10,0.47619047619047616,0.5238095238095238,0.8211320780667224
3050b249-0ffbd6ec.jpg,car,11,6,5,0.45454545454545453,0.5454545454545454,0.8370791068554493
3050b249-0ffbd6ec.jpg,all,11,6,5,0.45454545454545453,0.5454545454545454,0.8370791068554493
314cc010-3eab5c90.jpg,car,7,7,5,0.7142857142857143,1.0,0.7799017518589016
314cc010-3eab5c90.jpg,truck,1,0,0,0.0,0.0,
314cc010-3eab5c90.jpg,all,8,7,5,0.625,0.875,0.7799017518589016
31765c6b-90b0d612.jpg,car,18,12,11,0.6111111111111112,0.6666666666666666,0.7882691202018962
31765c6b-90b0d612.jpg,all,18,12,11,0.6111111111111112,0.6666666666666666,0.7882691202018962
31cf6eba-5c84c636.jpg,car,7,5,5,0.7142857142857143,0.7142857142857143,0.7803436510584897
31cf6eba-5c84c636.jpg,truck,0,1,0,,,
31cf6eba-5c84c636.jpg,all,7,6,5,0.7142857142857143,0.8571428571428571,0.7803436510584897
32de2244-122f1783.jpg,car,5,3,2,0.4,0.6,0.7555673216381404
32de2244-122f1783.jpg,all,5,3,2,0.4,0.6,0.7555673216381404
33420085-32996107.jpg,car,19,8,7,0.3684210526315789,0.42105263157894735,0.882116155508628
33420085-32996107.jpg,truck,1,0,0,0.0,0.0,
33420085-32996107.jpg,all,20,8,7,0.35,0.4,0.882116155508628
3430a5e6-00ec38d2.jpg,car,4,3,2,0.5,0.75,0.8323585898482195
3430a5e6-00ec38d2.jpg,all,4,3,2,0.5,0.75,0.8323585898482195
35eb46d0-8f7e28a0.jpg,car,13,5,5,0.38461538461538464,0.38461538461538464,0.8761253350982455
35eb46d0-8f7e28a0.jpg,truck,2,1,1,0.5,0.5,0.8949662571249557
35eb46d0-8f7e28a0.jpg,all,15,6,6,0.4,0.4,0.8792654887693638
3735fc3d-69d8b80c.jpg,car,12,9,6,0.5,0.75,0.8384486125137586
