img1,img2,method,n_keypoints_img1,n_keypoints_img2,n_good_matches,n_inliers,inlier_ratio,match_ratio,avg_match_distance,detect_time_sec,match_time_sec,visualization_path
00e9be89-00001495.jpg,00e9be89-00001500.jpg,orb,2000,2000,789,777,0.9848,0.3945,16.0482,0.0488,0.0234,
00e9be89-00001500.jpg,00e9be89-00001505.jpg,orb,2000,2000,382,274,0.7173,0.191,25.5105,0.0255,0.0194,
00e9be89-00001505.jpg,00e9be89-00001510.jpg,orb,2000,2000,57,20,0.3509,0.0285,36.7018,0.0595,0.0234,
00e9be89-00001510.jpg,00e9be89-00001515.jpg,orb,2000,2000,56,23,0.4107,0.028,35.8393,0.0283,0.0166,
00e9be89-00001515.jpg,00e9be89-00001520.jpg,orb,2000,2000,40,12,0.3,0.02,39.7,0.0631,0.0234,
00e9be89-00001520.jpg,00e9be89-00001525.jpg,orb,2000,2000,86,38,0.4419,0.043,33.2093,0.0352,0.0168,
00e9be89-00001525.jpg,00e9be89-00001535.jpg,orb,2000,2000,24,7,0.2917,0.012,40.8333,0.0332,0.0205,
00e9be89-00001535.jpg,00e9be89-00001540.jpg,orb,2000,2000,22,10,0.4545,0.011,43.0909,0.0298,0.0166,
00e9be89-00001540.jpg,00e9be89-00001545.jpg,orb,2000,2000,32,12,0.375,0.016,37.4688,0.0399,0.0227,
00e9be89-00001545.jpg,00e9be89-00001550.jpg,orb,2000,2000,283,186,0.6572,0.1415,28.5477,0.0237,0.0224,
00e9be89-00001550.jpg,00e9be89-00001555.jpg,orb,2000,2000,356,339,0.9522,0.178,21.514,0.0267,0.0209,
00e9be89-00001555.jpg,00e9be89-00001560.jpg,orb,2000,2000,321,305,0.9502,0.1605,22.0997,0.0247,0.0207,
00e9be89-00001560.jpg,00e9be89-00001565.jpg,orb,2000,2000,472,416,0.8814,0.236,22.3771,0.0259,0.0219,
00e9be89-00001565.jpg,00e9be89-00001570.jpg,orb,2000,2000,66,44,0.6667,0.033,30.4091,0.0234,0.0228,
00e9be89-00001570.jpg,00e9be89-00001575.jpg,orb,2000,2000,71,28,0.3944,0.0355,36.493,0.0268,0.0206,
00e9be89-00001575.jpg,00e9be89-00001580.jpg,orb,2000,2000,107,79,0.7383,0.0535,31.3551,0.0276,0.0204,
00e9be89-00001580.jpg,00e9be89-00001585.jpg,orb,2000,2000,64,32,0.5,0.032,36.5,0.0313,0.0205,
00e9be89-00001585.jpg,00e9be89-00001590.jpg,orb,2000,2000,26,7,0.2692,0.013,43.5769,0.0316,0.045,
00e9be89-00001590.jpg,00e9be89-00001595.jpg,orb,2000,2000,18,4,0.2222,0.009,41.2778,0.0248,0.0213,
00e9be89-00001595.jpg,00e9be89-00001600.jpg,orb,2000,2000,26,11,0.4231,0.013,39.3077,0.0286,0.0161,
00e9be89-00001600.jpg,00e9be89-00001605.jpg,orb,2000,2000,163,91,0.5583,0.0815,32.4417,0.0272,0.0197,
00e9be89-00001605.jpg,00e9be89-00001610.jpg,orb,2000,2000,25,14,0.56,0.0125,41.12,0.0331,0.0167,
00e9be89-00001610.jpg,00e9be89-00001620.jpg,orb,2000,2000,16,5,0.3125,0.008,43.625,0.027,0.0223,
00e9be89-00001620.jpg,00e9be89-00001625.jpg,orb,2000,2000,44,22,0.5,0.022,37.25,0.0246,0.0205,
00e9be89-00001625.jpg,00e9be89-00001630.jpg,orb,2000,2000,56,25,0.4464,0.028,35.6071,0.0238,0.0225,
00e9be89-00001630.jpg,00e9be89-00001635.jpg,orb,2000,2000,26,7,0.2692,0.013,44.1538,0.0312,0.0204,
00e9be89-00001635.jpg,00e9be89-00001640.jpg,orb,2000,2000,10,4,0.4,0.005,40.7,0.0236,0.0225,
00e9be89-00001640.jpg,00e9be89-00001645.jpg,orb,2000,2000,13,5,0.3846,0.0065,40.0,0.0609,0.022,
00e9be89-00001645.jpg,00e9be89-00001650.jpg,orb,2000,2000,32,4,0.125,0.016,34.5,0.0304,0.0164,
00e9be89-00001650.jpg,00e9be89-00001655.jpg,orb,2000,2000,18,5,0.2778,0.009,39.4444,0.0582,0.0235,
00e9be89-00001655.jpg,00e9be89-00001665.jpg,orb,2000,2000,8,4,0.5,0.004,43.0,0.0374,0.0176,
00e9be89-00001665.jpg,00e9be89-00001670.jpg,orb,2000,2000,19,8,0.4211,0.0095,40.3684,0.0332,0.0485,
00e9be89-00001670.jpg,00e9be89-00001675.jpg,orb,2000,2000,29,8,0.2759,0.0145,38.2414,0.0573,0.0203,
00e9be89-00001675.jpg,00e9be89-00001680.jpg,orb,2000,2000,26,14,0.5385,0.013,36.3077,0.0628,0.024,
00e9be89-00001680.jpg,00e9be89-00001685.jpg,orb,2000,2000,11,4,0.3636,0.0055,39.5455,0.0512,0.0478,
00e9be89-00001685.jpg,00e9be89-00001690.jpg,orb,2000,2000,10,4,0.4,0.005,37.8,0.0361,0.0496,
00e9be89-00001690.jpg,00e9be89-00001695.jpg,orb,2000,2000,14,6,0.4286,0.007,41.3571,0.033,0.0185,
00e9be89-00001695.jpg,00e9be89-00001705.jpg,orb,2000,2000,23,9,0.3913,0.0115,34.6957,0.0272,0.0175,
00e9be89-00001705.jpg,00e9be89-00001710.jpg,orb,2000,2000,120,89,0.7417,0.06,31.8833,0.0239,0.0201,
00e9be89-00001710.jpg,00e9be89-00001715.jpg,orb,2000,2000,39,21,0.5385,0.0195,38.4359,0.0289,0.0178,
00e9be89-00001715.jpg,00e9be89-00001720.jpg,orb,2000,1996,53,36,0.6792,0.0266,33.6038,0.0318,0.0497,
00e9be89-00001720.jpg,00e9be89-00001725.jpg,orb,1996,2000,76,64,0.8421,0.0381,31.7105,0.0574,0.0216,
00e9be89-00001725.jpg,00e9be89-00001730.jpg,orb,2000,2000,82,64,0.7805,0.041,31.122,0.0181,0.0166,
00e9be89-00001730.jpg,00e9be89-00001740.jpg,orb,2000,2000,25,10,0.4,0.0125,39.4,0.0257,0.0211,
00e9be89-00001740.jpg,00e9be89-00001745.jpg,orb,2000,2000,4,4,1.0,0.002,44.75,0.0305,0.0463,
00e9be89-00001745.jpg,00e9be89-00001750.jpg,orb,2000,2000,8,4,0.5,0.004,43.75,0.0367,0.0172,
00e9be89-00001750.jpg,00e9be89-00001755.jpg,orb,2000,2000,52,39,0.75,0.026,34.4231,0.0319,0.0199,
00e9be89-00001755.jpg,00e9be89-00001760.jpg,orb,2000,2000,26,16,0.6154,0.013,35.5385,0.0252,0.0227,
00e9be89-00001760.jpg,00e9be89-00001765.jpg,orb,2000,2000,18,10,0.5556,0.009,36.9444,0.0324,0.0181,
00e9be89-00001765.jpg,00e9be89-00001770.jpg,orb,2000,2000,29,13,0.4483,0.0145,36.2759,0.0263,0.0208,
00e9be89-00001770.jpg,00e9be89-00001775.jpg,orb,2000,2000,56,38,0.6786,0.028,33.9643,0.057,0.024,
00e9be89-00001775.jpg,00e9be89-00001780.jpg,orb,2000,2000,40,27,0.675,0.02,32.825,0.0267,0.0228,
00e9be89-00001780.jpg,00e9be89-00001785.jpg,orb,2000,2000,37,22,0.5946,0.0185,35.5676,0.0235,0.0226,
00e9be89-00001785.jpg,00e9be89-00001795.jpg,orb,2000,2000,36,21,0.5833,0.018,36.1389,0.0277,0.0173,
00e9be89-00001795.jpg,00e9be89-00001800.jpg,orb,2000,2000,920,902,0.9804,0.46,20.1728,0.0299,0.0184,
00e9be89-00001800.jpg,00e9be89-00001810.jpg,orb,2000,2000,251,108,0.4303,0.1255,29.239,0.026,0.0485,
00e9be89-00001810.jpg,00e9be89-00001815.jpg,orb,2000,2000,195,71,0.3641,0.0975,30.4103,0.0539,0.0217,
00e9be89-00001815.jpg,00e9be89-00001820.jpg,orb,2000,2000,53,18,0.3396,0.0265,36.9057,0.0285,0.0206,
00e9be89-00001820.jpg,00e9be89-00001825.jpg,orb,2000,2000,64,24,0.375,0.032,37.0625,0.0241,0.0209,
00e9be89-00001825.jpg,00e9be89-00001830.jpg,orb,2000,2000,63,29,0.4603,0.0315,35.9365,0.0334,0.0184,
00e9be89-00001830.jpg,00e9be89-00001840.jpg,orb,2000,2000,24,6,0.25,0.012,39.2083,0.0333,0.0186,
00e9be89-00001840.jpg,00e9be89-00001845.jpg,orb,2000,2000,1178,1164,0.9881,0.589,16.7776,0.0334,0.0165,
00e9be89-00001845.jpg,00e9be89-00001865.jpg,orb,2000,2000,980,972,0.9918,0.49,18.8592,0.0337,0.0184,
00e9be89-00001865.jpg,00e9be89-00001870.jpg,orb,2000,2000,1004,991,0.9871,0.502,19.5189,0.0234,0.0263,
00e9be89-00001870.jpg,00e9be89-00001875.jpg,orb,2000,2000,1081,1074,0.9935,0.5405,16.8575,0.0305,0.0206,
00e9be89-00001875.jpg,00e9be89-00001885.jpg,orb,2000,2000,1051,1034,0.9838,0.5255,18.5281,0.0264,0.0231,
00e9be89-00001885.jpg,00e9be89-00001890.jpg,orb,2000,2000,1117,1102,0.9866,0.5585,17.1003,0.0261,0.0232,
00e9be89-00001890.jpg,00e9be89-00001895.jpg,orb,2000,2000,1104,1090,0.9873,0.552,16.7953,0.034,0.0152,
00e9be89-00001895.jpg,00e9be89-00001900.jpg,orb,2000,2000,1102,1080,0.98,0.551,17.8975,0.0226,0.0264,
00e9be89-00001900.jpg,00e9be89-00001905.jpg,orb,2000,2000,327,183,0.5596,0.1635,28.9541,0.0317,0.0245,
00e9be89-00001905.jpg,00e9be89-00001915.jpg,orb,2000,2000,38,15,0.3947,0.019,34.1842,0.0323,0.0178,
