image,augmentation,level,snr_db,ref_count,cand_count,matched_count,matched_recall,retention_ratio,mean_iou_matched
0b396e6f-06f3ce96.jpg,motion_blur,1,28.632943642413377,4,5,4,1.0,1.25,0.9871711164016199
0b3cbe42-5076f088.jpg,motion_blur,1,28.189384884930014,4,4,3,0.75,1.0,0.8941873836255368
0b3cc618-5302eb7f.jpg,motion_blur,1,40.71889402305472,4,4,4,1.0,1.0,0.9747184591061279
0b3de27a-7293917c.jpg,motion_blur,1,30.276376075140583,10,12,10,1.0,1.2,0.9808757469735289
0b498ab4-61a84c90.jpg,motion_blur,1,27.172793000696274,8,9,8,1.0,1.125,0.9384643186300587
0b4c8138-adfd774c.jpg,motion_blur,1,30.336178922635323,3,4,3,1.0,1.3333333333333333,0.9647645284008921
0b4c8138-adfdfb43.jpg,motion_blur,1,29.462368718841724,12,12,12,1.0,1.0,0.9891759000452073
0b5c145d-8dc9d5b3.jpg,motion_blur,1,30.564772433175445,12,12,12,1.0,1.0,0.9864553803534788
0b5c1805-1972d84b.jpg,motion_blur,1,39.10415809856565,0,0,0,,,
0b63c42f-9a2411df.jpg,motion_blur,1,26.227997263047005,8,8,8,1.0,1.0,0.9894210665552287
0b669851-014f34dc.jpg,motion_blur,1,30.31179810338637,10,10,10,1.0,1.0,0.9880696953514851
0b68ff89-458c5c21.jpg,motion_blur,1,34.75440140629142,3,3,3,1.0,1.0,0.95693465221509
0b6a1bf6-efa486cd.jpg,motion_blur,1,23.997025470469175,0,0,0,,,
0b73aac9-f53811e8.jpg,motion_blur,1,33.36115723404215,4,4,4,1.0,1.0,0.9928571428571429
0b744ae5-7a01e42d.jpg,motion_blur,1,26.723386263297666,8,8,7,0.875,1.0,0.9788269106252401
0b752494-00000000.jpg,motion_blur,1,33.88003052195377,8,8,8,1.0,1.0,0.9939346034639043
0b75c7f8-b96e3aa5.jpg,motion_blur,1,30.40135122185342,9,10,9,1.0,1.1111111111111112,0.9849004356059642
0b79446c-48c74eea.jpg,motion_blur,1,26.133726457909635,7,7,7,1.0,1.0,0.987936700821972
0b796e55-0d102bd0.jpg,motion_blur,1,30.9608126111143,5,5,5,1.0,1.0,0.9954163758496335
0b7dfe99-f6bd1423.jpg,motion_blur,1,37.463336545648545,6,6,6,1.0,1.0,0.9741467021854069
0b823757-7065147b.jpg,motion_blur,1,35.78059371394306,8,8,8,1.0,1.0,0.9683321938779292
0b9c3eb8-252e5876.jpg,motion_blur,1,33.344008575758494,10,10,10,1.0,1.0,0.9778822828820454
0b9c4f05-d59be38c.jpg,motion_blur,1,25.647041473765505,4,4,4,1.0,1.0,0.9845327923752631
0b9fa855-936aae7a.jpg,motion_blur,1,29.80830947799369,8,8,8,1.0,1.0,0.985315080234753
0baeff05-ae703523.jpg,motion_blur,1,33.933491534470676,4,4,4,1.0,1.0,0.9913983842244711
0bb001f6-80239764.jpg,motion_blur,1,26.848200092935542,6,8,6,1.0,1.3333333333333333,0.9735382454916685
0bb3f3d3-12b85638.jpg,motion_blur,1,28.59342960661204,4,4,4,1.0,1.0,0.9854409406724283
0bc0b27e-a94dd126.jpg,motion_blur,1,30.00861308636322,4,4,4,1.0,1.0,0.9884643918221832
0bc0b27e-b932a660.jpg,motion_blur,1,32.81909787714146,7,7,7,1.0,1.0,0.9895103835978809
0bc15ee2-9a9e181b.jpg,motion_blur,1,29.054106565690347,5,5,5,1.0,1.0,0.9904512061821602
0bc1e57d-0331a843.jpg,motion_blur,1,33.64856089767154,2,2,2,1.0,1.0,0.9833333333333334
0bc2253f-aa0f38d8.jpg,motion_blur,1,27.46356845765259,9,9,9,1.0,1.0,0.9737365644848387
0bc866ed-1abb89e8.jpg,motion_blur,1,31.184002390314376,7,7,7,1.0,1.0,0.9671027465314127
