img1,img2,method,n_keypoints_img1,n_keypoints_img2,n_good_matches,n_inliers,inlier_ratio,match_ratio,avg_match_distance,detect_time_sec,match_time_sec,visualization_path
00e9be89-00001655.jpg,00e9be89-00001665.jpg,orb,2000,2000,8,4,0.5,0.004,43.0,0.0402,0.0501,
00e9be89-00001665.jpg,00e9be89-00001670.jpg,orb,2000,2000,19,8,0.4211,0.0095,40.3684,0.0377,0.0465,
00e9be89-00001670.jpg,00e9be89-00001675.jpg,orb,2000,2000,29,8,0.2759,0.0145,38.2414,0.0349,0.0185,
00e9be89-00001675.jpg,00e9be89-00001680.jpg,orb,2000,2000,26,14,0.5385,0.013,36.3077,0.0609,0.0197,
00e9be89-00001680.jpg,00e9be89-00001685.jpg,orb,2000,2000,11,4,0.3636,0.0055,39.5455,0.0363,0.0547,
00e9be89-00001685.jpg,00e9be89-00001690.jpg,orb,2000,2000,10,4,0.4,0.005,37.8,0.0324,0.0502,
00e9be89-00001690.jpg,00e9be89-00001695.jpg,orb,2000,2000,14,6,0.4286,0.007,41.3571,0.0317,0.0436,
00e9be89-00001695.jpg,00e9be89-00001705.jpg,orb,2000,2000,23,9,0.3913,0.0115,34.6957,0.0279,0.0527,
00e9be89-00001705.jpg,00e9be89-00001710.jpg,orb,2000,2000,120,89,0.7417,0.06,31.8833,0.0307,0.0243,
00e9be89-00001710.jpg,00e9be89-00001715.jpg,orb,2000,2000,39,21,0.5385,0.0195,38.4359,0.0255,0.0487,
00e9be89-00001715.jpg,00e9be89-00001720.jpg,orb,2000,1996,53,36,0.6792,0.0266,33.6038,0.0301,0.0567,
00e9be89-00001720.jpg,00e9be89-00001725.jpg,orb,1996,2000,76,64,0.8421,0.0381,31.7105,0.0584,0.0471,
00e9be89-00001725.jpg,00e9be89-00001730.jpg,orb,2000,2000,82,64,0.7805,0.041,31.122,0.0549,0.0589,
00e9be89-00001730.jpg,00e9be89-00001740.jpg,orb,2000,2000,25,10,0.4,0.0125,39.4,0.0588,0.0564,
00e9be89-00001740.jpg,00e9be89-00001745.jpg,orb,2000,2000,4,4,1.0,0.002,44.75,0.0396,0.0575,
00e9be89-00001745.jpg,00e9be89-00001750.jpg,orb,2000,2000,8,4,0.5,0.004,43.75,0.0318,0.0267,
00e9be89-00001750.jpg,00e9be89-00001755.jpg,orb,2000,2000,52,39,0.75,0.026,34.4231,0.0342,0.0454,
00e9be89-00001755.jpg,00e9be89-00001760.jpg,orb,2000,2000,26,16,0.6154,0.013,35.5385,0.0447,0.0482,
00e9be89-00001760.jpg,00e9be89-00001765.jpg,orb,2000,2000,18,10,0.5556,0.009,36.9444,0.0362,0.0566,
00e9be89-00001765.jpg,00e9be89-00001770.jpg,orb,2000,2000,29,13,0.4483,0.0145,36.2759,0.0644,0.0237,
00e9be89-00001770.jpg,00e9be89-00001775.jpg,orb,2000,2000,56,38,0.6786,0.028,33.9643,0.0476,0.0527,
